Chr	Start	End	Strand	TranscriptId	GeneId	GeneName	RFP.ZT0.R1	RFP.ZT0.R2	RFP.ZT2.R1	RFP.ZT2.R2	RFP.ZT4.R1	RFP.ZT4.R2	RFP.ZT6.R1	RFP.ZT6.R2	RFP.ZT8.R1	RFP.ZT8.R2	RFP.ZT10.R1	RFP.ZT10.R2	RFP.ZT12.R1	RFP.ZT12.R2	RFP.ZT14.R1	RFP.ZT14.R2	RFP.ZT16.R1	RFP.ZT16.R2	RFP.ZT18.R1	RFP.ZT18.R2	RFP.ZT20.R1	RFP.ZT20.R2	RFP.ZT22.R1	RFP.ZT22.R2	RNA.ZT0.R1	RNA.ZT0.R2	RNA.ZT2.R1	RNA.ZT2.R2	RNA.ZT4.R1	RNA.ZT4.R2	RNA.ZT6.R1	RNA.ZT6.R2	RNA.ZT8.R1	RNA.ZT8.R2	RNA.ZT10.R1	RNA.ZT10.R2	RNA.ZT12.R1	RNA.ZT12.R2	RNA.ZT14.R1	RNA.ZT14.R2	RNA.ZT16.R1	RNA.ZT16.R2	RNA.ZT18.R1	RNA.ZT18.R2	RNA.ZT20.R1	RNA.ZT20.R2	RNA.ZT22.R1	RNA.ZT22.R2
chr11	80191738	80246781	+	ENSMUST00000017836	ENSMUSG00000017692	Rhbdl3	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059750	0.037301	0.000000	0.000000	0.000000	0.013193	0.022469	0.000000	0.039505	0.000000	0.000000	0.000000	0.000000	0.009175	0.012108	0.0	0.0	0.000000	0.000000	0.083490	0.012451
chr11	117877711	117914837	+	ENSMUST00000017859	ENSMUSG00000017715	Pgs1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.918939	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.327341	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.204327
chr11	101660573	101676197	-	ENSMUST00000017868	ENSMUSG00000017724	Etv4	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.023911	0.026291	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000
chr2	164669302	164670457	-	ENSMUST00000017911	ENSMUSG00000017767	Spata25	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.085219
chr2	163178162	163239869	-	ENSMUST00000017961	ENSMUSG00000017817	Jph2	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.020727	0.005716	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.000000
chr2	165627202	165726692	-	ENSMUST00000018050	ENSMUSG00000039671	Zmynd8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034522	0.000000	0.000000	0.005150	0.007163	0.000000	0.041542	0.021639	0.058436	0.033773	0.003946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002767	0.000000	0.018728	0.000128
chr11	120612296	120614795	+	ENSMUST00000018156	ENSMUSG00000018012	Rac3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.148109	0.056577	0.041509	0.138126	0.107357	0.083271	0.000000	0.045450	0.000000	0.000000	0.000000	0.000000	0.043566	0.000000	0.059118	0.000000	0.000000	0.000000	0.000000	0.165948	0.133147
chr15	79113582	79133666	+	ENSMUST00000018295	ENSMUSG00000068206	Pick1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.127145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.270848	0.000000	2.148268	0.000000	0.000000	0.481305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.442392	0.437840
chr11	98045074	98083781	-	ENSMUST00000018304	ENSMUSG00000018160	Med1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007691	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004669
chr11	63022338	63050373	+	ENSMUST00000018361	ENSMUSG00000018217	Pmp22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.756961	0.000000	1.349615	0.000000	0.000000	0.795918	0.000000	0.000000	0.000000	0.000000	0.338885	0.419717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.979919
chr11	70901177	70910095	-	ENSMUST00000018586	ENSMUSG00000018442	Derl2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.205240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr11	62139810	62157279	+	ENSMUST00000018644	ENSMUSG00000018500	Adora2b	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.035352	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0
chr11	62465364	62491341	+	ENSMUST00000018651	ENSMUSG00000018507	Trpv2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011483	0.000000	0.000000	0.000000	0.036597	0.022582
chr11	69833369	69838975	-	ENSMUST00000018710	ENSMUSG00000018566	Slc2a4	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012578	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr5	119809083	119822789	+	ENSMUST00000018748	ENSMUSG00000018604	Tbx3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.376793	0.000000	0.000000	0.020280	0.000000	0.034195	0.000000	0.063257	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.954005	0.076576	0.000000
chr11	11636445	11719798	+	ENSMUST00000018798	ENSMUSG00000018654	Ikzf1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.453027	0.000000
chr11	104441489	104478041	+	ENSMUST00000018800	ENSMUSG00000061086	Myl4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.055979	0.000000	0.022006	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr11	84409110	84416361	-	ENSMUST00000018842	ENSMUSG00000018698	Lhx1	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.014494	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0
chr11	113588998	113600843	-	ENSMUST00000018871	ENSMUSG00000018727	Cpsf4l	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.026807	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr11	69573672	69576380	-	ENSMUST00000018896	ENSMUSG00000089669	Tnfsf13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.111655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.159179	0.092498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.452014	0.108462
chr7	142014583	142048604	+	ENSMUST00000018963	ENSMUSG00000018819	Lsp1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.139846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr11	82782950	82791627	+	ENSMUST00000018988	ENSMUSG00000018844	Fndc8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.058101	0.014187	0.000000	0.000000	0.014642	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.043523
chr15	83996822	84007376	-	ENSMUST00000019012	ENSMUSG00000018868	Pnpla5	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004492	0.000000	0.039348	0.000000
chr11	70234978	70242857	-	ENSMUST00000019068	ENSMUSG00000018924	Alox15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.026775
chr11	83402562	83413001	-	ENSMUST00000019069	ENSMUSG00000018925	Heatr9	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.024003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr11	83553410	83555509	+	ENSMUST00000019074	ENSMUSG00000018930	Ccl4	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.0	0.111129	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.046558	0.0	0.066254	0.0	0.0	0.000000	0.000000	0.0	0.000000	0.000000	0.062448	0.000000	0.000000
chr11	83082156	83105980	+	ENSMUST00000019130	ENSMUSG00000018986	Slfn3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011622	0.000000	0.000000	0.000000
chr8	71819861	71822376	+	ENSMUST00000019169	ENSMUSG00000002395	Use1	0.000000	0.000000	0.003357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051052	0.000000	5.282453	2.086579	1.218085	0.129135	12.949666	0.727305	2.336421	0.764894	0.659910	0.910792	2.448864	3.992568	0.963465	1.281081	0.000000	0.218590	0.569001	0.362661	1.253039	0.003789	0.002293	0.000000	6.633713	2.030694
chr6	54482875	54543474	-	ENSMUST00000019268	ENSMUSG00000019124	Scrn1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr2	127967958	128002881	+	ENSMUST00000019281	ENSMUSG00000027381	Bcl2l11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.390161	0.000000	0.000000	0.000000	0.000000	0.449804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr8	71047131	71049938	+	ENSMUST00000019283	ENSMUSG00000019139	Isyna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.495794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr18	36916284	36924747	+	ENSMUST00000019287	ENSMUSG00000019143	Hars2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.266426	0.000000	0.000000	0.000000	0.000000	1.515972	0.000000	0.406381	0.000000	0.000000	0.161428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.470763
chr11	100969237	100971353	+	ENSMUST00000019445	ENSMUSG00000019301	Hsd17b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.0	0.000000	0.052339
chr11	100982649	100986262	-	ENSMUST00000019447	ENSMUSG00000019303	Psmc3ip	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.846203	1.868572	0.000000	0.000000	0.000000	0.098043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.065971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr15	75957444	75961862	-	ENSMUST00000019516	ENSMUSG00000075590	Nrbp2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.343042
chr8	3660087	3671316	-	ENSMUST00000019614	ENSMUSG00000019470	Xab2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.107520	0.809251	0.000000	0.000000	1.751012	0.000000	0.713575	0.000000	0.000000	0.348982	2.877997	0.613349	0.366081	0.157367	0.046498	0.000000	0.371969	0.162035	0.000000	0.000000	0.000000	0.135438	2.500239	1.079142
chr11	67167950	67199460	+	ENSMUST00000019625	ENSMUSG00000055775	Myh8	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr4	115696395	115736447	+	ENSMUST00000019677	ENSMUSG00000028708	Mknk1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.438812	0.000000	1.275069	0.000000	0.000000	1.173298	1.633536	1.110103	0.000000	0.778483	0.463448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.983137
chr10	7601764	7638913	+	ENSMUST00000019929	ENSMUSG00000019794	Katna1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.580841	0.000000	0.000000	0.000000	0.000000	0.000000	1.212865	0.000000	1.765392	0.000000	1.045698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr10	41352310	41363026	+	ENSMUST00000019967	ENSMUSG00000019823	Mical1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022543	0.032458	0.000000	0.000000	0.028639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006190	0.000000	0.070033	0.105722
chr10	40125346	40133672	-	ENSMUST00000019982	ENSMUSG00000019837	Gtf3c6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005651	0.000000	0.000000	0.000000	0.713763	0.000000	0.000999	0.000000	0.000000	0.017920	0.006262	0.002383	0.000000	0.000000	0.000000	0.086507	0.000000	0.000000	0.000000	0.000000	0.000000	0.004961	0.000000	0.004972
chr10	43826634	43880365	-	ENSMUST00000020017	ENSMUSG00000019866	Crybg1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.615491	0.000000	0.000000	0.000000	2.770946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr10	57660977	57664546	+	ENSMUST00000020024	ENSMUSG00000019874	Fabp7	0.000000	0.000000	0.000000	0.000000	0.000000	0.152355	0.703944	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.101626	2.026666	1.471441	2.198868	2.079464	1.723786	1.484312	1.545269	1.350811	1.333349	1.099650	1.251364	0.557727	0.656886	0.250857	0.193988	0.302889	0.316474	0.091060	0.134170	0.076528	0.375526	1.209851	1.550003
chr10	69048464	69127621	+	ENSMUST00000020101	ENSMUSG00000019944	Rhobtb1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.127888	9.241051	6.929365	4.922388	8.352402	0.000000	0.000000	0.003017	0.000000	0.015125	0.005234	0.009599	0.000000	0.000000	0.000000	0.000000	0.000000	2.777715	0.000000	0.000000	0.876026	0.000000	0.000000	0.000000
chr10	67931846	68114551	-	ENSMUST00000020106	ENSMUSG00000019947	Arid5b	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018247	0.016600	0.000000	0.000000	0.005585	0.000000	0.000000	0.000000	0.000000	0.008845	0.000000	0.004543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr10	99851778	99932260	+	ENSMUST00000020129	ENSMUSG00000019966	Kitl	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
chr10	21001175	21036883	-	ENSMUST00000020158	ENSMUSG00000019982	Myb	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0	0.001133	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0	0.0	0.000000	0.000000	0.000000	0.000000	0.0	0.000000	0.0	0.0	0.000000
